ranking,title,artist,year,artist_first,lyrics_url,lyrics
25,"Honey, I'm Good.",Andy Grammer,2015,Andy Grammer,https://www.azlyrics.com/lyrics/andygrammer/honeyimgood.html,NA
26,I'm Not The Only One,Sam Smith,2015,Sam Smith,https://www.azlyrics.com/lyrics/samsmith/imnottheonlyone.html,NA
27,Good For You,Selena Gomez Featuring A$AP Rocky,2015,Selena Gomez,https://www.azlyrics.com/lyrics/selenagomez/goodforyou.html,NA
28,All About That Bass,Meghan Trainor,2015,Meghan Trainor,https://www.azlyrics.com/lyrics/meghantrainor/allaboutthatbass.html,NA
29,Style,Taylor Swift,2015,Taylor Swift,https://www.azlyrics.com/lyrics/taylorswift/style.html,NA
30,Hotline Bling,Drake,2015,Drake,https://www.azlyrics.com/lyrics/drake/hotlinebling.html,NA
31,Hey Mama,"David Guetta Featuring Nicki Minaj, Bebe Rexha & Afrojack",2015,David Guetta,https://www.azlyrics.com/lyrics/davidguetta/heymama.html,NA
32,G.D.F.R.,Flo Rida Featuring Sage The Gemini & Lookas,2015,Flo Rida,https://www.azlyrics.com/lyrics/florida/gdfr.html,NA
33,What Do You Mean?,Justin Bieber,2015,Justin Bieber,https://www.azlyrics.com/lyrics/justinbieber/whatdoyoumean.html,NA
34,Photograph,Ed Sheeran,2015,Ed Sheeran,https://www.azlyrics.com/lyrics/edsheeran/photograph.html,NA
35,Hello,Adele,2015,Adele,https://www.azlyrics.com/lyrics/adele/hello.html,NA
36,Stitches,Shawn Mendes,2015,Shawn Mendes,https://www.azlyrics.com/lyrics/shawnmendes/stitches.html,NA
37,Talking Body,Tove Lo,2015,Tove Lo,https://www.azlyrics.com/lyrics/tovelo/talkingbody.html,NA
38,Jealous,Nick Jonas,2015,Nick Jonas,https://www.azlyrics.com/lyrics/nickjonas/jealous.html,NA
39,Time Of Our Lives,Pitbull & Ne-Yo,2015,Pitbull,https://www.azlyrics.com/lyrics/pitbull/timeofourlives.html,NA
40,Locked Away,R. City Featuring Adam Levine,2015,R. City,https://www.azlyrics.com/lyrics/rcity/lockedaway.html,NA
41,Somebody,Natalie La Rose Featuring Jeremih,2015,Natalie La Rose,https://www.azlyrics.com/lyrics/natalielarose/somebody.html,NA
42,FourFiveSeconds,Rihanna & Kanye West & Paul McCartney,2015,Rihanna,https://www.azlyrics.com/lyrics/rihanna/fourfiveseconds.html,"

I think I've had enough
I might get a little drunk
I say what's on my mind
I might do a little time
'Cause all of my kindness
Is taken for weakness
Now I'm four, five seconds from wilding
And we got three more days 'til Friday
I'm just tryna make it back home by Monday morning
I swear I wish somebody would tell me
Ooh, that's all I want
Woke up an optimist
Sun was shining, I'm positive
We can run
Then I heard you was talking trash
I'm on a mystery
Hold me back, I'm 'bout to spaz
Yeah, I'm 'bout four, five seconds from wilding
And we got three more days 'til Friday
I'm tryna make it back home by Monday morning
I swear I wish somebody would try me
Ooh, that's all I want
And I know that you're up tonight
Thinking, ""How could I be so selfish?""
But you called 'bout a thousand times
Wondering where I've been
Now I know that you're up tonight
Thinking, ""How could I be so reckless?""
But I just can't apologize
I hope you can understand, yeah
If I go to jail tonight
Promise you'll pay my bail
See they want to buy my pride
But that just ain't up for sale
See all of my kindness (mhm)
Is taken for weakness
Now I'm four, five seconds from wilding
And we got three more days 'til Friday
I'm tryna make it back home by Monday morning
I swear I wish somebody would tell me
Ooh, that's all I want
Four, five seconds from wilding
And we got three more days 'til Friday
Just tryna make it back home by Monday morning
I swear I wish somebody would tell me
'Cause that's all I want
"
43,Centuries,Fall Out Boy,2015,Fall Out Boy,https://www.azlyrics.com/lyrics/falloutboy/centuries.html,"

Du du du-du, du du du-du
Du du du-du, du du du-du
Du du
Some legends are told
Some turn to dust or to gold
But you will remember me
Remember me for centuries
And just one mistake
Is all it will take
We'll go down in history
Remember me for centuries
He-e-e-ey ya, oh he-e-e-ey
He-e-e-ey ya
Remember me for centuries
Mummified my teenage dreams
No, it's nothing wrong with me
The kids are all wrong
The story's all off
Heavy metal broke my heart
Come on, come on and let me in
The bruises on your thighs like my fingerprints
And this is supposed to match
The darkness that you felt
I never meant for you to fix yourself
Du du du-du, du du du-du
Du du du-du, du du du-du
Du du
Some legends are told
Some turn to dust or to gold
But you will remember me
Remember me for centuries
And just one mistake
Is all it will take
We'll go down in history
Remember me for centuries
He-e-e-ey ya, oh he-e-e-ey
He-e-e-ey ya
Remember me for centuries
And I can't stop 'til the whole world knows my name
'Cause I was only born inside my dreams
Until you die for me, as long as there's a light, my shadow's over you
'Cause I, I am the opposite of amnesia
And you're a cherry blossom
You're about to bloom
You look so pretty, but you're gone so soon
Du du du-du, du du du-du
Du du du-du, du du du-du
Du du
Some legends are told
Some turn to dust or to gold
But you will remember me
Remember me for centuries
And just one mistake
Is all it will take
We'll go down in history
Remember me for centuries
He-e-e-ey ya, oh he-e-e-ey
He-e-e-ey ya
Remember me for centuries
We've been here forever
And here's the frozen proof
I could scream forever
We are the poisoned youth
Du du du-du, du du du-du
Du du du-du, du du du-du
Du du
Some legends are told
Some turn to dust or to gold
But you will remember me
Remember me for centuries
And just one mistake
Is all it will take
We'll go down in history
Remember me for centuries
He-e-e-ey ya, oh he-e-e-ey
We'll go down in history
He-e-e-ey ya
Remember me for centuries
"
44,My Way,Fetty Wap Featuring Monty,2015,Fetty Wap,https://www.azlyrics.com/lyrics/fettywap/mywayremix.html,"

Nicki on the track
Yeah baby
zoom zoom
...man
scratch it
Baby, won't you come my way?
Got something I want to say
Cannot keep you out my brain
But first off I'mma start by saying this, ayy
All headshots if you think you could take my bitch, ayy
And I'm too turnt, when I shoot, swear I won't miss, ayy
Ba-baby, won't you come my way?
Baby, won't you come my way?
Ba-ba-baby
This is something you should know, I don't ever chase no hoes
I spotted you, you had that glow, watch me pull out all this dough
Take you where you want to go, flexing on your ex, I know
He ain't ever take you out, barely even left your house
How dare that nigga run his mouth when his pockets in a drought
The last single he put out didn't even make it out
And he dumb as hell and I swear his ass don't think, ayy
If he disrespect, two shots and I won't blink, ayy
Never really cared what the fuck these niggas think, ayy
I got deep pockets, I swear my shit's on sink, ayy
And he mad as fuck, big ZooWap all she sing, ayy
And he mad as fuck, big ZooWap in her dreams, ayy
Well he mad as fuck, when they sex, she scream for me, ayy
Big ZooWap what these niggas should be, ayy
Baby, won't you come my way?
Got something I want to say
Cannot keep you out my brain
But first off I'mma start by saying this, ayy
All headshots if you think you could take my bitch, ayy
And I'm too turnt, when I shoot, swear I won't miss, ayy
Ba-baby, won't you come my way?
Baby, won't you come my way?[Drake:]
All I gotta do is put my mind to this shit (goddamn)
Cancel out my ex, I put a line through that bitch
I like all my Ss with two lines through them shits
Everybody tryna fuck you but I'm fine with that shit
I never mind, girl that's just you
I know you work hard for your shit
You know they gon' hate
Just don't play no part in that shit
They should call me James
'Cause I'm goin' hard in this bitch
We're just so much smarter than them
Maybe I just needed you around me
Drank a lot tonight, I know
She can drive your car and you can roll
Take you where you wanna go
First off, I'mma start by sayin' this
Goddamn, goddamn
Baby, won't you come my way?
Got something I want to say
Cannot keep you out my brain
But first off I'mma start by saying this, ayy
All headshots if you think you could take my bitch, ayy
And I'm too turnt, when I shoot, swear I won't miss, ayy
Ba-baby, won't you come my way?
Baby, won't you come my way?
"
45,Take Your Time,Sam Hunt,2015,Sam Hunt,https://www.azlyrics.com/lyrics/samhunt/takeyourtime.html,"

I don't know if you were looking at me or not
You probably smile like that all the time
And I don't mean to bother you but
I couldn't just walk by
And not say, ""Hi""
And I know your name
'Cause everybody in here knows your name
And you're not looking for anything right now
So I don't wanna come on strong
Don't get me wrong
Your eyes are so intimidating
My heart is pounding but
It's just a conversation
No, girl I'm not wasted
You don't know me
I don't know you but I want to
I don't wanna steal your freedom
I don't wanna change your mind
I don't have to make you love me
I just wanna take your time
I don't wanna wreck your Friday
I ain't gonna waste my lines
I don't have to take your heart
I just wanna take your time
And I know it starts with ""Hello""
And the next thing you know you're trying to be nice
And some guy's getting too close
Trying to pick you up
Trying to get you drunk
And I'm sure one of your friends is about to come over here
'Cause she's supposed to save you from random guys
That talk too much and wanna stay too long
It's the same old song and dance but I think you know it well
You could've rolled your eyes
Told me to go to hell
Could've walked away
But you're still here
And I'm still here
Come on let's see where it goes
I don't wanna steal your freedom
I don't wanna change your mind
I don't have to make you love me
I just wanna take your time
I don't have to meet your mother
We don't have to cross that line
I don't wanna steal your covers
I just wanna take your time
I don't wanna go home with you
I just wanna be alone with you
I don't wanna steal your freedom
I don't wanna change your mind
I don't have to make you love me
I just wanna take your time
I don't wanna blow your phone up
I just wanna blow your mind
I don't have to take your heart
I just wanna take your time
No, I ain't gotta call you baby
And I ain't gotta call you mine
I don't have to take your heart
I just wanna take your time
"
46,Animals,Maroon 5,2015,Maroon 5,https://www.azlyrics.com/lyrics/maroon5/animals.html,"

Baby, I'm preying on you tonight
Hunt you down eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm
So what you trying to do to me
It's like we can't stop we're enemies
But we get along when I'm inside you
You're like a drug that's killing me
I cut you out entirely
But I get so high when I'm inside you
Yeah, you can start over, you can run free
You can find other fish in the sea
You can pretend it's meant to be
But you can't stay away from me
I can still hear you making that sound
Taking me down, rolling on the ground
You can pretend that it was me
But no
Baby, I'm preying on you tonight
Hunt you down eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm
So if I run it's not enough
You're still in my head forever stuck
So you can do what you wanna do
I love your lies, I'll eat 'em up
But don't deny the animal
That comes alive when I'm inside you
Yeah, you can start over you can run free
You can find other fish in the sea
You can pretend it's meant to be
But you can't stay away from me
I can still hear you making that sound
Taking me down rolling on the ground
You can pretend that it was me
But no
Baby, I'm preying on you tonight
Hunt you down eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm
Don't tell no lie-lie-lie-lie
You can't deny-ny-ny-ny
The beast inside-side-side-side
Yeah, yeah, yeah
No, girl, don't lie-lie-lie-lie
You can't deny-ny-ny-ny
The beast inside-side-side-side
Yeah, yeah, yeah
Yo...
Whoa...
Whoa...
Just like animals, animals, like animals-mals
Just like animals (yeah...), animals (yeah...), like animals-mals (yeah...)
Ow
Baby, I'm preying on you tonight
Hunt you down eat you alive
Just like animals, animals, like animals-mals
Maybe you think that you can hide
I can smell your scent from miles
Just like animals, animals, like animals-mals
Baby, I'm
Don't tell no lie-lie-lie-lie
You can't deny-ny-ny-ny
That beast inside-side-side-side
Yeah, yeah, yeah
No, girl, don't lie-lie-lie-lie
You can't deny-ny-ny-ny
That beast inside-side-side-side
Yeah, yeah, yeah
"
